1, 9999, 9.39, 4.43, 1.08384, 0.575228
2, 19998, 3.53, 1.51, 1.10033, 0.394229
3, 29997, 4.2, 1.92, 0.927063, 0.480058
4, 39996, 4.15, 2.46, 0.99519, 0.535454
5, 49995, 4.21, 2.53, 0.987899, 0.480698
6, 59994, 4.5, 2.27, 0.907361, 0.39652
7, 69993, 4.81, 2.76, 1.04207, 0.49721
8, 79992, 4.48, 3.03, 1.0018, 0.392869
9, 89991, 4.23, 3.14, 0.928443, 0.412431
10, 99990, 4.42, 2.61, 0.929093, 0.49927
11, 109989, 4.9, 3.46, 0.917102, 0.410551
12, 119988, 6.61, 3.13, 0.941844, 0.376198
13, 129987, 6.39, 3.27, 0.976948, 0.467197
14, 139986, 4.87, 3.21, 1.01691, 0.573507
15, 149985, 4.62, 3.35, 0.971427, 0.428333
16, 159984, 4.72, 6.3, 1.01565, 0.468237
17, 169983, 5.01, 3.33, 0.99504, 0.507581
18, 179982, 15.28, 4.39, 1.0455, 0.50133
19, 189981, 5.12, 3.12, 1.08795, 0.512781
20, 199980, 4.98, 2.92, 1.0817, 0.543524
21, 209979, 4.86, 3.3, 1.02749, 0.423292
22, 219978, 5.11, 3.23, 1.01533, 0.556296
23, 229977, 5.2, 3.61, 0.950365, 0.680888
24, 239976, 5.43, 3.4, 1.02932, 0.477098
25, 249975, 5.02, 3.67, 1.09131, 0.449925
26, 259974, 5.01, 3.18, 1.05617, 0.419562
27, 269973, 5.37, 3.83, 1.02112, 0.470707
28, 279972, 4.81, 3.36, 1.04842, 0.458966
29, 289971, 5.19, 3.53, 0.981088, 0.39942
30, 299970, 5.11, 3.31, 1.17802, 0.50452
31, 309969, 7.45, 4.79, 1.28178, 0.39659
32, 319968, 7.54, 6.29, 1.03895, 0.423032
33, 329967, 6.39, 4.35, 1.01432, 0.510521
34, 339966, 6.56, 4.88, 1.04794, 0.454615
35, 349965, 5.83, 3.88, 1.04872, 0.413981
36, 359964, 5.99, 4.3, 1.09785, 0.456136
37, 369963, 6.05, 3.9, 1.05115, 0.442464
38, 379962, 5.75, 4.37, 1.15987, 0.443084
39, 389961, 5.27, 3.59, 1.02053, 0.426263
40, 399960, 5.91, 3.88, 1.01366, 0.39956
41, 409959, 6.24, 4.15, 1.02565, 0.419052
42, 419958, 6.91, 4.58, 1.16046, 0.440434
43, 429957, 6.7, 4.07, 1.03999, 0.443384
44, 439956, 7.81, 7.13, 1.12878, 0.6039
45, 449955, 5.84, 4.28, 1.08478, 0.482648
46, 459954, 5.04, 3.77, 1.10525, 0.458696
47, 469953, 6.12, 4.35, 1.11058, 0.488419
48, 479952, 5.77, 4.37, 1.19622, 0.454545
49, 489951, 6.41, 4.35, 1.15323, 0.50027
50, 499950, 5.88, 3.91, 1.13429, 0.547135
51, 509949, 6, 3.73, 1.25721, 0.652755
52, 519948, 6.45, 4.7, 1.27033, 0.678158
53, 529947, 5.81, 5.14, 1.24723, 0.614111
54, 539946, 6.27, 4.14, 1.30279, 0.69901
55, 549945, 6.49, 4.31, 1.06185, 0.526943
56, 559944, 5.72, 5.6, 1.19806, 0.594839
57, 569943, 6.04, 4.05, 1.17321, 0.632313
58, 579942, 6.93, 4.71, 1.38324, 0.712771
59, 589941, 5.99, 3.73, 1.38811, 0.766157
60, 599940, 5.94, 4.02, 1.43869, 0.814992
61, 609939, 6.13, 3.61, 1.42287, 0.858356
62, 619938, 6.24, 4.01, 1.55369, 0.838224
63, 629937, 5.98, 3.91, 1.39187, 0.758406
64, 639936, 6.3, 3.17, 1.22888, 0.611861
65, 649935, 5.89, 4.68, 1.16981, 0.526363
66, 659934, 5.97, 4.37, 1.22416, 0.594499
67, 669933, 5.81, 3.79, 1.36494, 0.679288
68, 679932, 5.99, 4.85, 1.32441, 0.706441
69, 689931, 6.51, 4.11, 1.36267, 0.760686
70, 699930, 5.63, 3.91, 1.38495, 0.813361
71, 709929, 6.64, 3.99, 1.19883, 0.658196
72, 719928, 6.28, 4, 1.16581, 0.582558
73, 729927, 6.9, 4.51, 1.38263, 0.693729
74, 739926, 5.77, 3.71, 1.19193, 0.589629
75, 749925, 6.12, 4.66, 1.23903, 0.608791
76, 759924, 6.58, 7.13, 1.18818, 0.60106
77, 769923, 6.46, 3.99, 1.22938, 0.5963
78, 779922, 6.79, 4.12, 1.27287, 0.653425
79, 789921, 7.24, 4.17, 1.42094, 0.882368
80, 799920, 6.54, 3.64, 1.92803, 0.880808
81, 809919, 6.03, 3.68, 1.18881, 0.565187
82, 819918, 6.22, 4.18, 1.29506, 0.687049
83, 829917, 6.09, 4.27, 1.3544, 0.864086
84, 839916, 7.35, 4.55, 1.39762, 0.815662
85, 849915, 6.44, 4.22, 1.44255, 0.818602
86, 859914, 6.95, 4.77, 1.42738, 0.871727
87, 869913, 7.59, 5.05, 1.5307, 0.879348
88, 879912, 6.85, 4.92, 1.59891, 0.889139
89, 889911, 6.63, 4.6, 1.5038, 0.948855
90, 899910, 6.27, 4, 1.41441, 0.933033
91, 909909, 7.59, 4.86, 1.51033, 0.917602
92, 919908, 6.86, 4.17, 1.46905, 0.992699
93, 929907, 7.1, 3.76, 1.70119, 0.99799
94, 939906, 6.5, 3.84, 1.63697, 0.923052
95, 949905, 6.75, 4.44, 1.45641, 0.916762
96, 959904, 5.7, 3.83, 1.04925, 0.426833
97, 969903, 9.63, 6, 1.14374, 0.489999
98, 979902, 6.99, 5.18, 1.31094, 0.625353
99, 989901, 8.42, 5.01, 1.50584, 1.34082
100, 999900, 7.96, 5.38, 1.88248, 0.944394
